0,1
9718067,9725199
9716442,9719494
9718044,9725200
9716607,9719667
9718233,9725381
9718028,9725184
9717416,9719796
9718054,9725194
9717851,9724999
9718146,9725054
9716900,9721992
9718039,9719739
9716721,9719757
9718000,9725132
9718112,9725212
9717436,9722544
9718224,9725292
9718181,9725321
9718116,9725256
9718212,9725288
9716372,9719352
9718006,9725146
9716659,9719695
9718385,9725517
9718032,9719724
9718537,9725525
9718229,9725305
9716609,9719421
9718820,9728008
9718022,9719722
9716713,9719733
9716540,9719600
9718359,9725179
9718110,9725266
9717974,9725050
9716661,9719705
9718183,9725323
9718080,9719740
9718603,9725719
9718535,9725355
9717983,9725139
9718150,9725226
9718033,9719725
9718123,9725239
9718784,9719804
9717829,9719529
9718039,9719739
9718073,9725221
9716694,9719674
9718360,9725508
9717981,9725137
9716340,9719384
9716640,9719516
9717825,9719485
9719337,9725813
9719297,9725437
9716428,9719488
9717977,9725125
9718822,9728010
9718052,9725192
9717886,9725042
9718191,9725347
9716714,9719734
9717883,9725031
9718261,9725401
9717961,9725077
9718053,9725193
9718575,9725731
9718111,9725267
9718293,9725113
9718091,9725207
9718550,9725370
9718564,9725704
9718148,9725224
9718212,9725288
9706869,9724249
9718008,9725156
9717876,9725016
9718215,9725291
9718373,9725513
9718096,9719788
9718206,9725362
9716471,9719515
9717880,9725028
9716646,9719690
9716262,9719306
9716452,9719496
9718627,9725727
9716658,9719694
9718079,9725235
9717816,9724964
9717285,9722377
9718070,9725210
9718146,9725054
9718829,9728033
9718058,9725046
9718203,9725351
9706621,9724017
9718072,9725220
9719345,9728525
9719337,9725813
9718128,9725260
9718000,9725132
9716504,9719556
9718711,9725851
9718268,9725424
9718216,9725332
9718247,9725387
9716378,9719430
9718215,9725291
9716450,9719454
9718915,9725311
9718076,9725232
9716622,9719682
9716420,9719400
9718088,9725204
9718263,9725403
9716301,9719361
9718169,9725317
9716653,9719713
9718074,9725222
9717875,9725007
9718144,9725052
9718343,9725163
9718143,9725299
9718945,9725405
9718719,9725875
9718245,9725385
9716683,9719703
9718150,9725226
9719397,9728585
9718111,9725267
9717972,9725048
9717844,9719544
9717811,9724943
9718740,9725816
9718894,9728098
9717863,9725003
9717886,9725042
9718305,9724765
9716625,9719597
9718208,9725244
9718095,9725251
9717792,9724252
9716522,9719414
9717935,9725091
9718090,9725206
9717318,9722090
9718236,9725392
9718164,9725240
9717408,9719772
9716667,9719719
9718790,9722538
9718181,9725321
9716537,9719589
9716617,9719509
9716207,9719267
9716367,9719427
9718050,9725022
9718334,9725490
9718093,9725249
9717875,9725007
9717980,9725136
9717846,9719546
9718236,9725392
9719321,9728517
9717829,9719529
9716347,9719399
9718831,9728035
9718162,9725230
9718136,9725284
9717268,9722040
9716635,9719687
9716664,9719716
9718048,9725020
9718123,9725239
9718795,9725271
9718246,9725386
9717437,9722545
9718082,9719742
9718091,9725207
9718610,9725422
9718218,9725334
9718673,9725741
9718022,9719722
9718084,9719784
9716625,9719597
9717852,9725008
9718968,9728164
9718348,9725504
9718172,9725328
9717989,9725129
9716503,9719227
9718066,9725198
9718253,9725409
9716704,9719708
9717988,9725128
9716439,9719419
9716522,9719414
9718180,9725320
9718629,9725769
9716572,9719632
9718179,9725151
9718156,9725312
9718540,9725696
9716380,9719440
9716637,9719697
9718232,9725380
9718549,9725369
9716636,9719696
9716731,9719783
9718198,9725338
9716594,9719630
9718125,9725281
9717907,9724975
9718036,9719736
9718376,9725492
9718972,9728176
9716532,9719576
9717912,9725060
9716645,9719689
9718181,9725321
9718152,9725140
9718205,9725361
9717352,9722420
9718139,9725287
9717956,9725032
9719366,9728234
9707391,9724787
9718362,9725510
9718246,9725386
9716629,9719609
9718118,9725258
9716348,9719408
9718189,9725345
9715957,9719001
9716675,9719615
9716184,9719236
9718103,9719803
9718730,9725846
9715921,9718893
9717973,9725049
9719028,9728216
9718793,9725269
9716687,9719747
9718138,9725286
9718073,9725221
9718179,9725151
9718204,9725360
9718169,9725317
9717415,9722507
9718002,9725134
9718034,9719726
9716537,9719589
9718152,9725140
9718034,9719726
9718791,9722539
9718011,9725159
9718162,9725230
9717979,9725127
9718137,9725285
9717805,9724961
9716595,9719631
9716644,9719688
9718152,9725140
9716442,9719494
9718801,9722541
9717421,9722529
9718136,9725284
9716610,9719422
9718087,9719787
9718599,9725419
9718143,9725299
9718082,9719742
9716642,9719518
9716675,9719615
9718319,9725475
9718921,9725397
9718054,9725194
9718572,9725728
9716538,9719590
9717885,9725041
9718158,9725314
9718159,9725315
9717982,9725138
9718231,9725307
9716436,9719416
9718144,9725052
9707351,9724411
9715862,9718842
9717924,9725064
9716678,9719658
9718238,9725394
9716586,9719606
9717785,9724933
9718253,9725409
9718181,9725321
9716670,9719730
9717378,9719678
9718079,9725235
9717772,9724928
9718098,9719790
9716375,9719355
9718299,9725447
9716609,9719421
9717830,9719530
9718566,9725706
9718232,9725380
9717310,9722418
9718884,9728072
9718160,9725228
9716719,9719779
9718898,9728078
9717886,9725042
9716247,9718971
9718079,9725235
9718303,9725459
9718914,9725310
9707360,9724700
9718866,9722606
9716515,9719391
9718153,9725141
9718155,9725143
9718130,9725262
9718583,9725723
9717773,9724929
9717408,9719772
9717982,9725138
9716685,9719745
9718912,9725308
9718817,9725277
9717975,9725051
9717844,9719544
9717955,9724991
9716435,9719407
9717960,9725076
9718069,9725209
9718912,9725308
9718228,9725304
9706983,9724363
9718610,9725422
9718598,9725418
9716472,9719524
9718528,9725180
9718968,9728164
9718928,9728044
9717353,9722421
9716439,9719419
9718178,9725150
9716318,9719378
9718222,9725378
9718183,9725323
9718956,9728160
9718175,9725331
9717989,9725129
9717947,9725095
9718531,9725183
9717406,9722514
9718357,9725177
9718194,9725326
9717470,9722578
9718314,9724790
9716703,9719763
9718192,9725324
9719325,9728529
9716697,9719749
9717969,9725037
9718099,9719791
9716471,9719515
9718793,9725269
9716609,9719421
9718339,9725119
9718546,9725358
9718175,9725331
9718246,9725386
9718004,9725144
9718000,9725132
9705467,9718759
9718168,9725316
9718027,9725015
9718396,9725552
9718824,9725300
9716625,9719597
9718595,9725375
9716681,9719701
9717777,9719469
9718069,9725209
9718828,9728032
9716436,9719416
9717840,9719532
9716462,9719522
9716656,9719692
9716394,9718774
9718110,9725266
9716486,9719210
9718862,9728066
9718918,9728042
9716728,9719780
9718126,9725282
9718159,9725315
9716513,9719389
9718134,9725274
9718175,9725331
9718238,9725394
9716711,9719755
9716723,9719759
9718087,9719787
9718073,9725221
9718042,9725190
9717981,9725137
9717408,9719772
9718225,9725293
9716658,9719694
9717980,9725136
9718840,9728036
9718139,9725287
9716368,9719340
9717423,9722531
9717427,9722511
