30481,75873
30272,32112
30551,76071
30064,74624
30032,74528
73784,74696
29125,30453
30657,76017
29962,74298
30297,75817
29935,32095
30719,76559
30055,74455
74271,76143
30703,76383
30142,75854
30470,75830
30466,75826
29955,74291
74262,76134
30439,32599
74297,76233
74281,76185
30206,76046
74258,76130
30698,76378
30284,32124
30333,75917
30300,75820
30461,76301
32009,76345
74496,76848
30562,75986
30156,74492
30329,75913
29978,74346
30002,74434
30461,76301
29831,30647
29997,74397
30201,76041
73895,76055
30203,76043
24575,74511
30324,75908
30191,75871
30590,76174
30186,75866
30404,32244
30513,75969
75785,76601
73858,74674
73891,76051
30611,76003
24334,73790
74341,76245
30136,75848
29919,74415
30401,32241
30517,75973
68259,74515
30174,74670
30168,74664
30568,75992
30589,76173
29910,74406
30137,75849
29011,30499
30470,75830
30623,76015
32088,76584
74307,76147
73789,74701
30161,74657
30420,75940
24010,68346
30426,75946
75801,76649
30565,75989
30123,75803
30559,76079
30581,76165
30576,76160
24488,74264
30548,76068
74289,76225
30202,76042
29806,30686
30456,76296
29942,75782
30684,76204
30678,76198
30523,75979
30482,75874
29890,30706
30116,75796
29970,74338
30501,75925
29892,30708
29815,74375
30486,75878
30504,75928
74397,76269
24253,30541
74372,76212
75788,76604
31839,76335
30118,75798
30072,74632
73930,74746
74250,76090
74347,76251
74299,76235
30428,75948
73981,76813
30568,75992
74249,76089
29760,30576
29820,74380
29927,32087
30002,74434
74273,76177
30277,32117
75777,76593
29916,74412
30668,76028
74241,76081
24456,73912
30693,76373
74247,76087
30334,75918
30402,32242
30163,74659
24120,30152
24508,74316
74251,76091
74416,76608
74254,76094
30529,75889
30579,76163
30324,75908
30286,32126
73824,74704
29939,75779
30565,75989
30485,75877
73775,74655
29918,74414
73859,74675
30464,75824
32020,76388
30572,75996
29936,75776
30519,75975
73884,74732
30187,75867
24486,74262
29848,30696
30447,32607
30076,74636
30130,75842
29995,74395
30466,75826
30622,76014
30688,76368
30700,76380
75785,76601
30052,74452
29982,74350
30663,76023
73966,76126
29886,32078
30409,32249
30041,74537
32019,76387
30715,76555
30109,74477
30407,32247
30544,76064
30465,75825
30115,75795
74265,76137
30050,74450
30627,76307
30594,75954
30016,74352
30526,75982
30102,74470
74240,76080
30180,75860
30376,32536
30602,75962
30117,75797
73889,76049
30105,74473
30198,76038
30515,75971
30563,75987
30010,74442
30431,75951
30291,75811
29967,74303
30362,32234
30494,75886
30501,75925
30114,75794
74336,76240
30525,75981
30316,32220
29998,74398
30291,75811
30095,74431
32017,76385
29929,32089
30660,76020
29902,30718
29848,30696
30624,76304
74396,76268
24189,73869
30479,75839
29954,74290
30484,75876
30484,75876
74369,76209
30645,76357
30119,75799
30407,32247
30298,75818
30320,75904
30230,32102
30416,75936
29933,32093
30077,74637
29815,74375
30182,75862
29049,30601
30370,32530
29908,74404
30055,74455
30135,75847
30014,74446
29809,74369
30501,75925
30079,74639
30289,75809
30488,75880
30118,75798
29899,30715
29835,30651
73892,76052
30207,76047
30132,75844
30169,74665
30098,74466
24278,73894
30675,76195
73970,76802
30036,74532
32014,76350
29805,30685
30114,75794
30356,32228
30494,75886
30585,76169
73861,74677
29167,31839
24499,74307
30138,75850
30484,75876
30552,76072
29806,30686
30552,76072
24540,74156
30114,75794
30112,75792
32077,76413
30661,76021
30296,75816
30235,32107
30159,74495
30550,76070
30662,76022
30113,75793
30543,75903
30070,74630
32164,98324
30468,75828
30413,32253
30159,74495
24522,73978
29949,75789
30210,32050
30663,76023
30278,32118
74380,76220
30302,75822
74240,76080
74284,76188
30040,74536
73780,74692
74250,76090
30136,75848
30302,75822
30518,75974
29922,32082
30049,74449
30408,32248
30145,74481
30228,32100
30660,76020
30205,76045
30331,75915
30138,75850
30514,75970
24278,73894
30092,74428
73982,76814
29977,74345
73730,74546
30320,75904
30497,75921
